enrollment_id,student_id,course_id,term_code,grade_point,grade_letter,completion_status,feedback_rating,hours_per_week,engagement_score
ENR-00895,STU-0106,MAC-COMP-8110,2025F,3.06,B+,completed,5,12.7,0.84
ENR-00896,STU-0106,MAC-COMP-8470,2026W,3.78,A,completed,5,6.4,0.47
ENR-00897,STU-0106,MAC-COMP-8340,2026W,3.35,A-,completed,3,6.8,0.67
ENR-00898,STU-0106,MAC-COMP-8220,2026W,3.23,B+,completed,5,13.6,0.84
ENR-00899,STU-0106,MAC-COMP-8250,2026W,3.34,A-,completed,5,11.5,0.66
ENR-00900,STU-0106,MAC-COMP-8150,2026S,2.89,B,completed,4,12.8,0.95
ENR-00901,STU-0106,MAC-BU-7600,2026S,,,in-progress,,6.6,0.81
ENR-00902,STU-0106,MAC-BU-7500,2026S,,,in-progress,,11.3,0.65
ENR-00903,STU-0106,MAC-COMP-8890,2026S,2.96,B,completed,3,13.9,0.88
ENR-00904,STU-0107,MAC-COMP-8110,2025W,3.50,A-,completed,4,8.4,0.89
ENR-00905,STU-0107,MAC-COMP-8150,2025S,,,withdrawn,,11.5,0.90
ENR-00906,STU-0107,MAC-COMP-8220,2025S,2.94,B,completed,3,8.2,0.88
ENR-00907,STU-0107,MAC-COMP-8340,2025S,2.92,B,completed,4,9.1,0.46
ENR-00908,STU-0107,MAC-COMP-8250,2025S,,,withdrawn,,11.9,0.78
ENR-00909,STU-0107,MAC-COMP-8250,2025F,3.66,A-,completed,3,7.3,0.86
ENR-00910,STU-0107,MAC-COMP-8150,2025F,3.31,A-,completed,4,8.9,0.47
ENR-00911,STU-0107,MAC-COMP-8470,2025F,3.56,A-,completed,4,8.2,0.67
ENR-00912,STU-0107,MAC-BU-7600,2026W,3.72,A,completed,5,8.8,0.66
ENR-00913,STU-0107,MAC-BU-7500,2026W,,,in-progress,,9.2,0.90
ENR-00914,STU-0107,MAC-BU-7700,2026W,,,withdrawn,,7.4,0.58
ENR-00915,STU-0107,MAC-COMP-8890,2026W,3.85,A,completed,4,13.9,0.76
ENR-00916,STU-0108,MAC-COMP-8110,2025W,2.75,B,completed,4,12.5,0.88
ENR-00917,STU-0108,MAC-COMP-8470,2025S,3.74,A,completed,3,13.6,0.72
ENR-00918,STU-0108,MAC-COMP-8220,2025S,3.45,A-,completed,3,11.5,0.68
ENR-00919,STU-0108,MAC-COMP-8250,2025S,3.78,A,completed,4,6.1,0.58
ENR-00920,STU-0108,MAC-COMP-8340,2025S,3.08,B+,completed,5,13.3,0.69
ENR-00921,STU-0108,MAC-COMP-8150,2025F,3.45,A-,completed,4,9.5,0.71
ENR-00922,STU-0108,MAC-BU-7600,2025F,,,in-progress,,13.4,0.71
ENR-00923,STU-0108,MAC-BU-7700,2025F,,,in-progress,,12.5,0.64
ENR-00924,STU-0108,MAC-COMP-8890,2025F,3.13,B+,completed,3,6.4,0.85
ENR-00925,STU-0109,MAC-COMP-8110,2025W,,,withdrawn,,10.2,0.81
ENR-00926,STU-0109,MAC-COMP-8110,2025S,2.63,B-,completed,3,8.6,0.57
ENR-00927,STU-0109,MAC-BU-7700,2025S,2.79,B,completed,4,7.8,0.83
ENR-00928,STU-0109,MAC-BU-7600,2025S,3.90,A+,completed,5,12.9,0.58
ENR-00929,STU-0109,MAC-BU-7500,2025S,3.51,A-,completed,5,12.4,0.79
ENR-00930,STU-0109,MAC-COMP-8340,2025F,,,in-progress,,10.7,0.82
ENR-00931,STU-0109,MAC-COMP-8470,2025F,,,in-progress,,11.6,0.83
ENR-00932,STU-0109,MAC-COMP-8250,2025F,,,in-progress,,9.3,0.57
ENR-00933,STU-0109,MAC-COMP-8890,2025F,,,withdrawn,,9.3,0.72
ENR-00934,STU-0110,MAC-COMP-8110,2025W,,,withdrawn,,11.9,0.57
ENR-00935,STU-0110,MAC-COMP-8110,2025S,3.27,B+,completed,5,8.0,0.50
ENR-00936,STU-0110,MAC-BU-7500,2025S,3.57,A-,completed,5,12.2,0.68
ENR-00937,STU-0110,MAC-BU-7700,2025S,3.42,A-,completed,3,11.2,0.69
ENR-00938,STU-0110,MAC-BU-7600,2025S,3.32,A-,completed,5,12.3,0.60
ENR-00939,STU-0110,MAC-COMP-8250,2025F,3.03,B+,completed,5,12.2,0.93
ENR-00940,STU-0110,MAC-COMP-8470,2025F,,,in-progress,,9.3,0.51
ENR-00941,STU-0110,MAC-COMP-8220,2025F,3.53,A-,completed,5,11.5,0.74
ENR-00942,STU-0110,MAC-COMP-8890,2025F,,,in-progress,,8.8,0.67
ENR-00943,STU-0111,MAC-COMP-8110,2025F,3.00,B+,completed,3,12.2,0.66
ENR-00944,STU-0111,MAC-COMP-8150,2026W,3.53,A-,completed,4,7.3,0.77
ENR-00945,STU-0111,MAC-COMP-8340,2026W,3.82,A,completed,4,10.2,0.94
ENR-00946,STU-0111,MAC-COMP-8220,2026W,2.58,B-,completed,5,13.3,0.63
ENR-00947,STU-0111,MAC-COMP-8250,2026W,3.89,A,completed,3,11.6,0.63
ENR-00948,STU-0111,MAC-COMP-8470,2026S,3.78,A,completed,5,8.9,0.51
ENR-00949,STU-0111,MAC-BU-7700,2026S,,,in-progress,,12.9,0.89
ENR-00950,STU-0111,MAC-BU-7500,2026S,,,in-progress,,13.3,0.55
ENR-00951,STU-0111,MAC-COMP-8890,2026S,,,in-progress,,12.3,0.65
ENR-00952,STU-0112,MAC-COMP-8110,2024F,4.00,A+,completed,5,10.8,0.63
ENR-00953,STU-0112,MAC-COMP-8150,2025W,,,in-progress,,8.3,0.69
ENR-00954,STU-0112,MAC-COMP-8470,2025W,3.02,B+,completed,4,12.2,0.85
ENR-00955,STU-0112,MAC-COMP-8220,2025W,3.67,A-,completed,5,12.2,0.73
ENR-00956,STU-0112,MAC-COMP-8250,2025W,3.46,A-,completed,4,6.6,0.75
ENR-00957,STU-0113,MAC-COMP-8110,2024F,4.00,A+,completed,4,9.4,0.69
ENR-00958,STU-0113,MAC-COMP-8250,2025W,3.39,A-,completed,5,7.1,0.56
ENR-00959,STU-0113,MAC-COMP-8150,2025W,3.60,A-,completed,3,9.2,0.78
ENR-00960,STU-0113,MAC-COMP-8220,2025W,3.35,A-,completed,3,10.2,0.48
ENR-00961,STU-0113,MAC-COMP-8470,2025W,3.43,A-,completed,4,7.4,0.70
ENR-00962,STU-0113,MAC-COMP-8340,2025S,3.14,B+,completed,3,13.4,0.89
ENR-00963,STU-0113,MAC-BU-7700,2025S,,,in-progress,,13.4,0.87
ENR-00964,STU-0113,MAC-BU-7600,2025S,3.17,B+,completed,3,13.9,0.46
ENR-00965,STU-0113,MAC-COMP-8890,2025S,,,withdrawn,,13.8,0.70
ENR-00966,STU-0114,MAC-COMP-8110,2025F,3.59,A-,completed,3,8.5,0.60
ENR-00967,STU-0114,MAC-COMP-8220,2026W,,,in-progress,,9.0,0.82
ENR-00968,STU-0114,MAC-COMP-8150,2026W,3.57,A-,completed,3,12.4,0.80
ENR-00969,STU-0114,MAC-COMP-8470,2026W,,,in-progress,,10.8,0.91
ENR-00970,STU-0114,MAC-COMP-8340,2026W,3.74,A,completed,5,8.4,0.68
ENR-00971,STU-0115,MAC-COMP-8110,2025F,3.29,B+,completed,4,8.1,0.69
ENR-00972,STU-0115,MAC-COMP-8340,2026W,3.70,A,completed,4,6.2,0.77
ENR-00973,STU-0115,MAC-COMP-8150,2026W,3.38,A-,completed,5,10.1,0.54
ENR-00974,STU-0115,MAC-COMP-8220,2026W,3.41,A-,completed,4,8.7,0.76
ENR-00975,STU-0115,MAC-COMP-8470,2026W,3.63,A-,completed,5,8.7,0.69
ENR-00976,STU-0115,MAC-COMP-8250,2026S,,,withdrawn,,8.7,0.77
ENR-00977,STU-0115,MAC-BU-7600,2026S,,,in-progress,,8.7,0.89
ENR-00978,STU-0115,MAC-BU-7500,2026S,,,in-progress,,9.0,0.89
ENR-00979,STU-0115,MAC-COMP-8890,2026S,3.19,B+,completed,5,13.6,0.69
ENR-00980,STU-0116,MAC-COMP-8110,2025W,2.72,B,completed,3,9.4,0.82
ENR-00981,STU-0116,MAC-COMP-8250,2025S,3.23,B+,completed,5,6.9,0.62
ENR-00982,STU-0116,MAC-COMP-8150,2025S,3.87,A,completed,5,8.4,0.49
ENR-00983,STU-0116,MAC-COMP-8340,2025S,2.64,B-,completed,3,11.2,0.52
ENR-00984,STU-0116,MAC-COMP-8220,2025S,2.89,B,completed,4,11.2,0.82
ENR-00985,STU-0116,MAC-COMP-8470,2025F,3.38,A-,completed,4,6.8,0.47
ENR-00986,STU-0116,MAC-BU-7700,2025F,2.95,B,completed,4,6.6,0.56
ENR-00987,STU-0116,MAC-BU-7600,2025F,3.23,B+,completed,4,12.6,0.57
ENR-00988,STU-0116,MAC-BU-7500,2026W,,,in-progress,,9.3,0.66
ENR-00989,STU-0116,MAC-COMP-8720,2026W,,,in-progress,,9.5,0.86
ENR-00990,STU-0116,MAC-COMP-8830,2026W,3.03,B+,completed,5,13.5,0.73
ENR-00991,STU-0116,MAC-COMP-8890,2026W,3.12,B+,completed,3,10.2,0.91
ENR-00992,STU-0117,MAC-COMP-8110,2025F,3.03,B+,completed,3,8.8,0.49
ENR-00993,STU-0117,MAC-COMP-8340,2026W,3.80,A,completed,5,6.9,0.49
ENR-00994,STU-0117,MAC-COMP-8150,2026W,3.19,B+,completed,3,12.3,0.63
ENR-00995,STU-0117,MAC-COMP-8470,2026W,3.03,B+,completed,5,13.2,0.91
ENR-00996,STU-0117,MAC-COMP-8220,2026W,3.30,A-,completed,5,10.7,0.72
ENR-00997,STU-0117,MAC-COMP-8250,2026S,,,in-progress,,6.3,0.74
ENR-00998,STU-0117,MAC-BU-7600,2026S,,,in-progress,,13.0,0.66
ENR-00999,STU-0117,MAC-BU-7500,2026S,3.09,B+,completed,3,8.9,0.89
ENR-01000,STU-0117,MAC-COMP-8890,2026S,,,in-progress,,12.4,0.93
ENR-01001,STU-0118,MAC-COMP-8110,2025F,3.48,A-,completed,5,6.3,0.77
ENR-01002,STU-0118,MAC-COMP-8150,2026W,3.37,A-,completed,3,9.1,0.55
ENR-01003,STU-0118,MAC-COMP-8470,2026W,,,withdrawn,,13.0,0.92
ENR-01004,STU-0118,MAC-COMP-8250,2026W,3.14,B+,completed,3,10.3,0.45
ENR-01005,STU-0118,MAC-COMP-8340,2026W,3.82,A,completed,5,9.0,0.48
ENR-01006,STU-0119,MAC-COMP-8110,2025F,,,withdrawn,,12.8,0.57
ENR-01007,STU-0119,MAC-COMP-8110,2026W,3.64,A-,completed,4,11.0,0.94
ENR-01008,STU-0119,MAC-BU-7600,2026W,3.52,A-,completed,5,11.1,0.46
ENR-01009,STU-0119,MAC-BU-7500,2026W,3.86,A,completed,4,11.3,0.45
ENR-01010,STU-0119,MAC-BU-7700,2026W,3.60,A-,completed,5,7.6,0.58
ENR-01011,STU-0119,MAC-COMP-8220,2026S,2.50,B-,completed,3,9.8,0.52
ENR-01012,STU-0119,MAC-COMP-8340,2026S,3.53,A-,completed,3,12.7,0.57
ENR-01013,STU-0119,MAC-COMP-8250,2026S,3.18,B+,completed,4,13.6,0.81
ENR-01014,STU-0119,MAC-COMP-8470,2026F,3.77,A,completed,5,6.2,0.59
ENR-01015,STU-0119,MAC-COMP-8150,2026F,,,in-progress,,13.1,0.82
ENR-01016,STU-0119,MAC-COMP-8720,2026F,3.21,B+,completed,5,12.8,0.68
ENR-01017,STU-0119,MAC-COMP-8890,2026F,,,in-progress,,10.5,0.60
ENR-01018,STU-0120,MAC-COMP-8110,2024F,3.60,A-,completed,4,10.2,0.73
ENR-01019,STU-0120,MAC-COMP-8220,2025W,3.20,B+,completed,5,6.9,0.88
ENR-01020,STU-0120,MAC-COMP-8250,2025W,3.48,A-,completed,3,8.1,0.60
ENR-01021,STU-0120,MAC-COMP-8150,2025W,3.17,B+,completed,5,13.0,0.76
ENR-01022,STU-0120,MAC-COMP-8470,2025W,3.99,A+,completed,3,12.9,0.58
ENR-01023,STU-0120,MAC-COMP-8340,2025S,3.24,B+,completed,4,6.5,0.68
ENR-01024,STU-0120,MAC-BU-7600,2025S,,,in-progress,,11.6,0.75
ENR-01025,STU-0120,MAC-BU-7700,2025S,4.00,A+,completed,3,12.8,0.69
ENR-01026,STU-0120,MAC-COMP-8890,2025S,2.97,B,completed,4,12.3,0.68
ENR-01027,STU-0015,MAC-COMP-8130,2026S,,,withdrawn,,10.3,0.94
ENR-01028,STU-0004,MAC-COMP-8130,2025S,3.33,B+,completed,4,10.4,0.86
ENR-01029,STU-0095,MAC-COMP-8130,2025F,3.67,A-,completed,4,11.6,0.43
ENR-01030,STU-0036,MAC-COMP-8130,2025F,3.33,B+,completed,4,12.9,0.61
ENR-01031,STU-0032,MAC-COMP-8130,2026W,3.0,B,completed,5,8.8,0.77
ENR-01032,STU-0029,MAC-COMP-8130,2025S,3.0,B,completed,3,10.9,0.49
ENR-01033,STU-0018,MAC-COMP-8130,2026S,3.0,B,completed,3,8.2,0.91
ENR-01034,STU-0118,MAC-COMP-8130,2026W,,,withdrawn,,12.7,0.83
ENR-01035,STU-0014,MAC-COMP-8130,2025S,3.8,A,completed,5,12.4,0.62
ENR-01036,STU-0087,MAC-COMP-8130,2026W,,,withdrawn,,7.7,0.67
ENR-01037,STU-0113,MAC-COMP-8130,2026S,3.0,B,completed,5,7.1,0.48
ENR-01038,STU-0070,MAC-COMP-8130,2026F,3.67,A-,completed,3,9.4,0.72
ENR-01039,STU-0012,MAC-COMP-8130,2026S,3.8,A,completed,5,6.7,0.43
ENR-01040,STU-0076,MAC-COMP-8130,2026S,3.33,B+,completed,4,10.8,0.61
ENR-01041,STU-0055,MAC-COMP-8130,2026W,4.0,A+,completed,5,13.8,0.87
ENR-01042,STU-0005,MAC-COMP-8130,2026F,3.67,A-,completed,4,12.0,0.82
ENR-01043,STU-0119,MAC-COMP-8130,2025F,2.67,B-,completed,4,9.6,0.92
ENR-01044,STU-0108,MAC-COMP-8130,2025F,3.33,B+,completed,5,10.1,0.46
ENR-01045,STU-0028,MAC-COMP-8130,2026F,3.8,A,completed,5,7.6,0.61
ENR-01046,STU-0030,MAC-COMP-8130,2026F,2.67,B-,completed,4,8.6,0.41
ENR-01047,STU-0065,MAC-COMP-8130,2025S,3.8,A,completed,5,7.9,0.71
ENR-01048,STU-0078,MAC-COMP-8130,2025S,3.8,A,completed,5,13.8,0.69
ENR-01049,STU-0104,MAC-COMP-8130,2026F,3.33,B+,completed,3,7.3,0.69
ENR-01050,STU-0072,MAC-COMP-8130,2025F,3.0,B,completed,4,11.7,0.62
ENR-01051,STU-0026,MAC-COMP-8130,2026F,3.8,A,completed,3,9.6,0.54
ENR-01052,STU-0092,MAC-COMP-8130,2026F,3.8,A,completed,5,7.8,0.52
ENR-01053,STU-0084,MAC-COMP-8130,2025F,3.67,A-,completed,5,6.5,0.42
ENR-01054,STU-0090,MAC-COMP-8130,2026W,3.8,A,completed,5,11.4,0.52
ENR-01055,STU-0109,MAC-COMP-8130,2026S,3.33,B+,completed,3,7.9,0.66
ENR-01056,STU-0054,MAC-COMP-8130,2026S,2.67,B-,completed,3,8.8,0.63
ENR-01057,STU-0115,MAC-COMP-8130,2025S,,,withdrawn,,6.5,0.8
ENR-01058,STU-0058,MAC-COMP-8130,2025F,3.8,A,completed,3,7.5,0.69
ENR-01059,STU-0107,MAC-COMP-8130,2026S,3.33,B+,completed,5,8.0,0.91
ENR-01060,STU-0117,MAC-COMP-8130,2025S,4.0,A+,completed,3,11.2,0.7
ENR-01061,STU-0001,MAC-COMP-8130,2025F,,,in-progress,,7.3,0.67
ENR-01062,STU-0021,MAC-COMP-8130,2026S,4.0,A+,completed,4,13.2,0.49
ENR-01063,STU-0106,MAC-COMP-8130,2026S,3.0,B,completed,5,8.3,0.78
ENR-01064,STU-0044,MAC-COMP-8130,2026S,2.33,C+,completed,5,7.2,0.56
ENR-01065,STU-0111,MAC-COMP-8130,2026F,,,withdrawn,,6.5,0.57
ENR-01066,STU-0020,MAC-COMP-8130,2026F,3.33,B+,completed,3,9.8,0.91
ENR-01067,STU-0102,MAC-COMP-8130,2025S,3.8,A,completed,3,12.8,0.44
ENR-01068,STU-0083,MAC-COMP-8130,2025S,3.33,B+,completed,3,13.5,0.71
ENR-01069,STU-0112,MAC-COMP-8130,2025S,3.33,B+,completed,4,9.4,0.72
ENR-01070,STU-0103,MAC-COMP-8130,2026W,3.0,B,completed,4,7.9,0.62
ENR-01071,STU-0049,MAC-COMP-8130,2026W,4.0,A+,completed,5,13.4,0.91
ENR-01072,STU-0013,MAC-COMP-8130,2025S,3.67,A-,completed,4,6.6,0.52
ENR-01073,STU-0046,MAC-COMP-8130,2025F,3.0,B,completed,5,9.0,0.49
ENR-01074,STU-0045,MAC-COMP-8130,2026F,3.33,B+,completed,5,13.9,0.84
ENR-01075,STU-0034,MAC-COMP-8130,2026W,2.67,B-,completed,4,13.5,0.46
ENR-01076,STU-0006,MAC-COMP-8130,2025S,3.67,A-,completed,3,11.9,0.49
ENR-01077,STU-0044,MAC-COMP-8207,2025F,2.67,B-,completed,3,13.8,0.85
ENR-01078,STU-0027,MAC-COMP-8207,2026W,3.0,B,completed,5,12.3,0.63
ENR-01079,STU-0088,MAC-COMP-8207,2026W,3.67,A-,completed,3,7.3,0.79
ENR-01080,STU-0082,MAC-COMP-8207,2025F,3.67,A-,completed,3,7.6,0.91
ENR-01081,STU-0110,MAC-COMP-8207,2025S,3.67,A-,completed,3,11.3,0.62
ENR-01082,STU-0034,MAC-COMP-8207,2026W,,,in-progress,,8.8,0.68
ENR-01083,STU-0065,MAC-COMP-8207,2026F,,,withdrawn,,8.6,0.42
ENR-01084,STU-0063,MAC-COMP-8207,2025F,4.0,A+,completed,5,10.6,0.94
ENR-01085,STU-0033,MAC-COMP-8207,2026W,3.33,B+,completed,5,11.8,0.57
ENR-01086,STU-0109,MAC-COMP-8207,2026S,4.0,A+,completed,4,13.2,0.5
ENR-01087,STU-0007,MAC-COMP-8207,2026F,3.0,B,completed,5,13.4,0.7
ENR-01088,STU-0012,MAC-COMP-8207,2025F,,,withdrawn,,8.9,0.44
ENR-01089,STU-0117,MAC-COMP-8207,2026W,,,withdrawn,,11.0,0.76
ENR-01090,STU-0055,MAC-COMP-8207,2026W,3.67,A-,completed,5,10.1,0.77
ENR-01091,STU-0036,MAC-COMP-8207,2026F,2.67,B-,completed,5,7.0,0.63
ENR-01092,STU-0006,MAC-COMP-8207,2025F,,,in-progress,,10.9,0.57
ENR-01093,STU-0001,MAC-COMP-8207,2025S,3.0,B,completed,5,8.4,0.52
ENR-01094,STU-0043,MAC-COMP-8207,2026W,3.67,A-,completed,4,9.7,0.64
ENR-01095,STU-0099,MAC-COMP-8207,2025F,,,withdrawn,,11.3,0.56
ENR-01096,STU-0017,MAC-COMP-8207,2026F,3.0,B,completed,5,8.7,0.85
ENR-01097,STU-0108,MAC-COMP-8207,2025F,4.0,A+,completed,4,12.5,0.48
ENR-01098,STU-0115,MAC-COMP-8207,2025S,3.33,B+,completed,5,9.6,0.89
ENR-01099,STU-0021,MAC-COMP-8207,2026S,,,withdrawn,,10.0,0.53
ENR-01100,STU-0095,MAC-COMP-8207,2025S,2.67,B-,completed,4,13.1,0.87
ENR-01101,STU-0057,MAC-COMP-8207,2025F,3.33,B+,completed,5,12.4,0.78
ENR-01102,STU-0071,MAC-COMP-8207,2025S,3.0,B,completed,5,9.7,0.84
ENR-01103,STU-0091,MAC-COMP-8207,2026W,3.33,B+,completed,5,13.6,0.89
ENR-01104,STU-0107,MAC-COMP-8207,2026S,2.67,B-,completed,5,12.6,0.7
ENR-01105,STU-0072,MAC-COMP-8207,2026S,3.33,B+,completed,5,8.1,0.54
ENR-01106,STU-0002,MAC-COMP-8207,2025F,3.67,A-,completed,4,8.2,0.44
ENR-01107,STU-0015,MAC-COMP-8207,2026W,3.8,A,completed,4,13.1,0.44
ENR-01108,STU-0010,MAC-COMP-8207,2025F,,,withdrawn,,11.7,0.44
ENR-01109,STU-0020,MAC-COMP-8207,2026W,3.67,A-,completed,4,10.3,0.63
ENR-01110,STU-0070,MAC-COMP-8207,2026F,2.67,B-,completed,5,13.6,0.41
ENR-01111,STU-0005,MAC-COMP-8207,2026S,3.0,B,completed,4,6.0,0.59
ENR-01112,STU-0048,MAC-COMP-8207,2026F,3.33,B+,completed,4,12.4,0.89
ENR-01113,STU-0075,MAC-COMP-8207,2026S,3.0,B,completed,4,6.2,0.58
ENR-01114,STU-0097,MAC-COMP-8207,2025F,,,withdrawn,,12.7,0.91
ENR-01115,STU-0019,MAC-COMP-8207,2026F,3.33,B+,completed,3,6.2,0.62
ENR-01116,STU-0056,MAC-COMP-8207,2026S,3.8,A,completed,4,7.1,0.65
ENR-01117,STU-0101,MAC-COMP-8207,2025F,2.67,B-,completed,4,9.6,0.59
ENR-01118,STU-0105,MAC-COMP-8207,2026S,,,in-progress,,8.0,0.45
ENR-01119,STU-0040,MAC-COMP-8207,2026F,3.67,A-,completed,3,6.4,0.92
ENR-01120,STU-0047,MAC-COMP-8207,2025S,,,in-progress,,12.0,0.92
ENR-01121,STU-0079,MAC-COMP-8207,2025S,3.33,B+,completed,3,11.0,0.53
ENR-01122,STU-0046,MAC-COMP-8207,2025F,3.67,A-,completed,5,9.7,0.54
ENR-01123,STU-0119,MAC-COMP-8207,2025S,3.67,A-,completed,5,12.2,0.49
ENR-01124,STU-0032,MAC-COMP-8207,2026W,3.67,A-,completed,5,10.6,0.9
ENR-01125,STU-0014,MAC-COMP-8207,2025S,3.67,A-,completed,5,10.7,0.86
ENR-01126,STU-0084,MAC-COMP-8207,2026W,,,in-progress,,12.8,0.73
ENR-01127,STU-0053,MAC-COMP-8207,2026F,3.33,B+,completed,4,12.3,0.59
ENR-01128,STU-0118,MAC-COMP-8207,2026F,3.33,B+,completed,4,11.2,0.41
ENR-01129,STU-0056,MAC-COMP-8380,2026S,,,withdrawn,,8.7,0.67
ENR-01130,STU-0047,MAC-COMP-8380,2025F,3.67,A-,completed,4,9.9,0.6
ENR-01131,STU-0082,MAC-COMP-8380,2026W,3.8,A,completed,3,10.4,0.68
ENR-01132,STU-0115,MAC-COMP-8380,2026S,,,withdrawn,,9.9,0.82
ENR-01133,STU-0107,MAC-COMP-8380,2026S,,,withdrawn,,11.2,0.67
ENR-01134,STU-0059,MAC-COMP-8380,2025S,3.67,A-,completed,5,8.4,0.62
ENR-01135,STU-0091,MAC-COMP-8380,2026W,3.33,B+,completed,5,9.8,0.69
ENR-01136,STU-0020,MAC-COMP-8380,2026W,3.67,A-,completed,3,8.8,0.65
ENR-01137,STU-0120,MAC-COMP-8380,2025F,2.33,C+,completed,5,8.5,0.81
ENR-01138,STU-0023,MAC-COMP-8380,2025F,3.0,B,completed,5,7.7,0.67
ENR-01139,STU-0094,MAC-COMP-8380,2026W,3.67,A-,completed,4,13.8,0.86
ENR-01140,STU-0067,MAC-COMP-8380,2026W,3.67,A-,completed,3,6.1,0.69
ENR-01141,STU-0084,MAC-COMP-8380,2026W,2.67,B-,completed,4,11.6,0.47
ENR-01142,STU-0035,MAC-COMP-8380,2025S,3.33,B+,completed,3,10.6,0.66
ENR-01143,STU-0079,MAC-COMP-8380,2026W,3.0,B,completed,4,13.5,0.66
ENR-01144,STU-0104,MAC-COMP-8380,2025S,3.8,A,completed,5,10.6,0.78
ENR-01145,STU-0069,MAC-COMP-8380,2025S,3.0,B,completed,5,14.0,0.47
ENR-01146,STU-0100,MAC-COMP-8380,2026F,3.33,B+,completed,4,7.8,0.69
ENR-01147,STU-0062,MAC-COMP-8380,2026F,3.33,B+,completed,5,13.9,0.57
ENR-01148,STU-0060,MAC-COMP-8380,2025S,,,withdrawn,,13.6,0.51
ENR-01149,STU-0112,MAC-COMP-8380,2026W,3.8,A,completed,3,11.3,0.49
ENR-01150,STU-0110,MAC-COMP-8380,2025S,3.33,B+,completed,3,9.3,0.78
ENR-01151,STU-0076,MAC-COMP-8380,2026W,3.33,B+,completed,5,11.7,0.79
ENR-01152,STU-0116,MAC-COMP-8380,2026W,3.0,B,completed,3,12.3,0.74
ENR-01153,STU-0042,MAC-COMP-8380,2025S,2.67,B-,completed,3,10.4,0.76
ENR-01154,STU-0032,MAC-COMP-8380,2025S,3.0,B,completed,5,7.3,0.57
ENR-01155,STU-0012,MAC-COMP-8380,2026S,3.0,B,completed,4,7.0,0.78
ENR-01156,STU-0036,MAC-COMP-8380,2026F,4.0,A+,completed,4,10.0,0.44
ENR-01157,STU-0058,MAC-COMP-8380,2026W,,,withdrawn,,10.8,0.41
ENR-01158,STU-0095,MAC-COMP-8380,2026F,3.0,B,completed,4,10.7,0.41
ENR-01159,STU-0101,MAC-COMP-8380,2025S,3.33,B+,completed,4,12.1,0.5
ENR-01160,STU-0073,MAC-COMP-8380,2025F,3.0,B,completed,3,14.0,0.64
ENR-01161,STU-0106,MAC-COMP-8380,2026W,3.8,A,completed,3,9.3,0.58
ENR-01162,STU-0053,MAC-COMP-8390,2025S,3.67,A-,completed,3,13.8,0.73
ENR-01163,STU-0089,MAC-COMP-8390,2026F,3.67,A-,completed,3,6.1,0.62
ENR-01164,STU-0064,MAC-COMP-8390,2025S,2.67,B-,completed,4,11.2,0.48
ENR-01165,STU-0037,MAC-COMP-8390,2026W,3.33,B+,completed,4,9.3,0.67
ENR-01166,STU-0085,MAC-COMP-8390,2025F,3.33,B+,completed,3,9.1,0.91
ENR-01167,STU-0052,MAC-COMP-8390,2026W,3.67,A-,completed,5,12.2,0.87
ENR-01168,STU-0105,MAC-COMP-8390,2025S,3.33,B+,completed,5,8.3,0.56
ENR-01169,STU-0098,MAC-COMP-8390,2025F,3.67,A-,completed,5,9.6,0.67
ENR-01170,STU-0071,MAC-COMP-8390,2026S,2.0,C,completed,3,13.5,0.88
ENR-01171,STU-0005,MAC-COMP-8390,2026S,4.0,A+,completed,5,7.9,0.83
ENR-01172,STU-0059,MAC-COMP-8390,2026S,3.0,B,completed,3,9.1,0.77
ENR-01173,STU-0012,MAC-COMP-8390,2025S,3.67,A-,completed,3,7.0,0.93
ENR-01174,STU-0041,MAC-COMP-8390,2025S,3.0,B,completed,4,10.2,0.65
ENR-01175,STU-0033,MAC-COMP-8390,2025F,3.67,A-,completed,5,6.6,0.83
ENR-01176,STU-0042,MAC-COMP-8390,2026S,,,withdrawn,,11.2,0.87
ENR-01177,STU-0015,MAC-COMP-8390,2026F,,,withdrawn,,9.0,0.57
ENR-01178,STU-0099,MAC-COMP-8390,2026S,,,withdrawn,,13.0,0.42
ENR-01179,STU-0115,MAC-COMP-8390,2025F,2.0,C,completed,5,11.0,0.91
ENR-01180,STU-0066,MAC-COMP-8390,2026S,3.0,B,completed,3,13.8,0.82
ENR-01181,STU-0001,MAC-COMP-8390,2025F,4.0,A+,completed,3,11.6,0.9
ENR-01182,STU-0116,MAC-COMP-8390,2026W,3.33,B+,completed,5,9.0,0.48
ENR-01183,STU-0070,MAC-COMP-8390,2025F,,,withdrawn,,7.4,0.44
ENR-01184,STU-0060,MAC-COMP-8390,2026F,3.33,B+,completed,3,11.5,0.67
ENR-01185,STU-0120,MAC-COMP-8390,2026W,2.67,B-,completed,4,9.7,0.77
ENR-01186,STU-0007,MAC-COMP-8390,2026F,3.67,A-,completed,5,7.3,0.64
ENR-01187,STU-0025,MAC-COMP-8390,2026S,3.67,A-,completed,4,11.5,0.65
ENR-01188,STU-0067,MAC-COMP-8390,2025S,3.33,B+,completed,5,7.9,0.71
ENR-01189,STU-0047,MAC-COMP-8390,2025S,3.67,A-,completed,5,13.8,0.76
ENR-01190,STU-0080,MAC-COMP-8390,2025S,,,withdrawn,,13.3,0.81
ENR-01191,STU-0118,MAC-COMP-8390,2025F,3.33,B+,completed,5,10.9,0.59
